epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1825.17,1.3462,1.34955,1.80263,0.75088,0.69827,0.76189,0.45709,1.38752,1.19959,1.75642,0.00145246,0.00145246,0.00145246
15,1952.65,1.33884,1.33097,1.79232,0.76227,0.68891,0.76224,0.45646,1.38988,1.24302,1.74427,0.00143595,0.00143595,0.00143595
16,2080.15,1.32935,1.30407,1.77977,0.77615,0.68403,0.76075,0.43894,1.47407,1.21269,1.77943,0.00141945,0.00141945,0.00141945
17,2208.57,1.30199,1.26524,1.75198,0.79343,0.69919,0.78861,0.47471,1.38427,1.13106,1.71025,0.00140295,0.00140295,0.00140295
18,2336.73,1.28896,1.23986,1.73956,0.77926,0.70301,0.78658,0.48498,1.34551,1.16324,1.69663,0.00138644,0.00138644,0.00138644
19,2465.11,1.29123,1.24729,1.73687,0.79228,0.70627,0.7922,0.46962,1.4204,1.15108,1.72402,0.00136994,0.00136994,0.00136994
20,2592.63,1.27152,1.21537,1.71873,0.78448,0.71268,0.78963,0.49459,1.33532,1.08784,1.66699,0.00135344,0.00135344,0.00135344
21,2720.57,1.25853,1.19295,1.70985,0.81548,0.72215,0.80772,0.50017,1.33034,1.04769,1.6473,0.00133693,0.00133693,0.00133693
22,2849.1,1.24005,1.15842,1.69043,0.80713,0.72546,0.80745,0.50475,1.32396,1.06283,1.6491,0.00132043,0.00132043,0.00132043
23,2976.92,1.23276,1.15318,1.68157,0.78793,0.72757,0.80484,0.48293,1.41817,1.06711,1.70817,0.00130393,0.00130393,0.00130393
24,3104.51,1.21853,1.13991,1.66729,0.79878,0.74038,0.81824,0.52321,1.24591,1.02794,1.5816,0.00128742,0.00128742,0.00128742
25,3233.3,1.22375,1.15009,1.6725,0.81818,0.73157,0.81626,0.50932,1.29836,1.03532,1.62175,0.00127092,0.00127092,0.00127092
26,3362.64,1.20385,1.10891,1.65485,0.8153,0.75044,0.82795,0.52343,1.30567,1.01223,1.62338,0.00125442,0.00125442,0.00125442
27,3490.92,1.19343,1.09396,1.64493,0.80516,0.74091,0.81524,0.51984,1.27647,1.00211,1.60693,0.00123791,0.00123791,0.00123791
28,3619,1.19719,1.09366,1.64498,0.82761,0.75313,0.83254,0.55308,1.19507,0.95919,1.5463,0.00122141,0.00122141,0.00122141
29,3747.8,1.17545,1.06225,1.62227,0.82977,0.74445,0.83351,0.54783,1.20764,0.95427,1.54776,0.00120491,0.00120491,0.00120491
30,3876.5,1.18021,1.06579,1.62803,0.83074,0.75135,0.83292,0.55046,1.20538,0.95209,1.55108,0.0011884,0.0011884,0.0011884
31,4004.42,1.16143,1.04772,1.61348,0.83801,0.75426,0.83525,0.54503,1.21663,0.95282,1.5551,0.0011719,0.0011719,0.0011719
32,4132.34,1.1523,1.03435,1.59923,0.84085,0.75067,0.8394,0.55716,1.19979,0.92293,1.54276,0.0011554,0.0011554,0.0011554
33,4259.95,1.13959,1.02025,1.59227,0.82955,0.76247,0.83895,0.54812,1.19414,0.90865,1.53675,0.00113889,0.00113889,0.00113889
34,4388.44,1.14535,1.01784,1.59026,0.83334,0.76597,0.84486,0.5597,1.19674,0.90498,1.52446,0.00112239,0.00112239,0.00112239
35,4517.75,1.13724,1.00737,1.58466,0.83317,0.75911,0.83831,0.56263,1.17835,0.91296,1.51865,0.00110589,0.00110589,0.00110589
36,4645.54,1.12567,1.00099,1.57794,0.84432,0.77132,0.85071,0.55802,1.20772,0.89927,1.5294,0.00108938,0.00108938,0.00108938
37,4773.24,1.11914,0.98804,1.56935,0.83917,0.77233,0.85046,0.56175,1.19302,0.89266,1.52928,0.00107288,0.00107288,0.00107288
38,4901.62,1.12103,0.99593,1.57231,0.83854,0.77353,0.85101,0.5751,1.14774,0.88531,1.49302,0.00105638,0.00105638,0.00105638
39,5030.35,1.11143,0.98016,1.55931,0.84293,0.77098,0.85216,0.57105,1.17287,0.87579,1.49971,0.00103987,0.00103987,0.00103987
40,5159.04,1.10596,0.9684,1.55536,0.83661,0.78411,0.85367,0.58275,1.12955,0.85627,1.47354,0.00102337,0.00102337,0.00102337
41,5286.55,1.08731,0.95759,1.54262,0.85032,0.77023,0.85257,0.58569,1.10461,0.8596,1.4624,0.00100687,0.00100687,0.00100687
42,5414.55,1.09244,0.95087,1.54504,0.83758,0.78034,0.85373,0.58682,1.1144,0.85161,1.4597,0.000990365,0.000990365,0.000990365
43,5543.41,1.08219,0.94241,1.53206,0.84416,0.78209,0.85682,0.58256,1.1398,0.8457,1.47532,0.000973861,0.000973861,0.000973861
44,5671.41,1.08021,0.93427,1.53041,0.85323,0.78092,0.86159,0.59817,1.10364,0.82853,1.4546,0.000957358,0.000957358,0.000957358
45,5799.56,1.07738,0.93322,1.52546,0.84533,0.78791,0.86313,0.59549,1.10573,0.83912,1.45201,0.000940855,0.000940855,0.000940855
46,5928.1,1.07155,0.92484,1.51745,0.84976,0.78625,0.86313,0.59877,1.10406,0.82748,1.44152,0.000924352,0.000924352,0.000924352
47,6056.73,1.05622,0.9138,1.5068,0.8403,0.79414,0.86271,0.60091,1.06882,0.82104,1.42979,0.000907848,0.000907848,0.000907848
48,6185.57,1.05468,0.90738,1.51195,0.85025,0.79016,0.86331,0.59785,1.09703,0.81551,1.44641,0.000891345,0.000891345,0.000891345
49,6313.22,1.05207,0.8996,1.50545,0.85367,0.7833,0.86326,0.60186,1.07988,0.81629,1.42692,0.000874842,0.000874842,0.000874842
50,6441.38,1.04835,0.89299,1.49957,0.85267,0.79059,0.86809,0.60779,1.06746,0.80279,1.42334,0.000858338,0.000858338,0.000858338
51,6570.57,1.03889,0.88772,1.49121,0.85213,0.79062,0.86816,0.6123,1.05694,0.79601,1.42195,0.000841835,0.000841835,0.000841835
52,6699.36,1.03654,0.88359,1.49254,0.86171,0.78662,0.8677,0.60363,1.08712,0.79346,1.43637,0.000825332,0.000825332,0.000825332
53,6827.29,1.03288,0.87936,1.49022,0.85171,0.80566,0.87017,0.60933,1.06912,0.78564,1.41615,0.000808828,0.000808828,0.000808828
54,6955.97,1.01912,0.86265,1.47564,0.8452,0.80013,0.86719,0.61288,1.0542,0.78521,1.40916,0.000792325,0.000792325,0.000792325
55,7083.89,1.02015,0.87076,1.47523,0.8555,0.79887,0.87272,0.61061,1.0642,0.77505,1.4163,0.000775822,0.000775822,0.000775822
56,7213.28,1.0256,0.86485,1.48083,0.86112,0.79769,0.87371,0.6159,1.05537,0.77283,1.40867,0.000759318,0.000759318,0.000759318
57,7341.55,1.01761,0.85676,1.47086,0.86414,0.79255,0.87402,0.61724,1.06114,0.77473,1.4073,0.000742815,0.000742815,0.000742815
58,7469.71,0.99291,0.83686,1.45031,0.855,0.79491,0.87356,0.61933,1.04861,0.7674,1.40438,0.000726312,0.000726312,0.000726312
59,7598.15,1.01537,0.85977,1.46926,0.84247,0.80573,0.87053,0.62173,1.02616,0.76852,1.39352,0.000709809,0.000709809,0.000709809
60,7726.92,0.99399,0.83362,1.45552,0.8515,0.80434,0.87548,0.62531,1.03185,0.76109,1.39247,0.000693305,0.000693305,0.000693305
61,7855.75,1.00719,0.84627,1.46008,0.86757,0.79054,0.87478,0.62218,1.04067,0.76246,1.38961,0.000676802,0.000676802,0.000676802
62,7983.69,0.99325,0.82526,1.44692,0.85191,0.81223,0.87646,0.62421,1.03059,0.75849,1.39082,0.000660299,0.000660299,0.000660299
63,8112.55,0.98474,0.82539,1.44266,0.8631,0.80557,0.87721,0.62878,1.02168,0.75308,1.38163,0.000643795,0.000643795,0.000643795
64,8241.67,0.98207,0.81903,1.44123,0.86109,0.80456,0.87671,0.62913,1.02403,0.74876,1.38868,0.000627292,0.000627292,0.000627292
65,8369.17,0.98687,0.81298,1.44301,0.85788,0.81022,0.87898,0.62725,1.02747,0.75136,1.38534,0.000610789,0.000610789,0.000610789
66,8496.55,0.97535,0.80725,1.43153,0.85915,0.8085,0.87765,0.63086,1.01583,0.74334,1.3793,0.000594286,0.000594286,0.000594286
67,8624.84,0.97283,0.80526,1.4299,0.87795,0.79786,0.87959,0.63258,1.0212,0.74062,1.38255,0.000577782,0.000577782,0.000577782
68,8753.29,0.96728,0.79959,1.42724,0.8586,0.80562,0.87778,0.63276,1.01384,0.74565,1.38175,0.000561279,0.000561279,0.000561279
69,8882.09,0.96995,0.80356,1.42571,0.85206,0.81709,0.87749,0.63475,1.0064,0.74207,1.37334,0.000544776,0.000544776,0.000544776
70,9009.7,0.96576,0.7971,1.42241,0.86736,0.79955,0.87726,0.63519,1.00637,0.74216,1.37226,0.000528272,0.000528272,0.000528272
71,9138.5,0.96222,0.79661,1.41663,0.86272,0.80346,0.87661,0.63271,1.00556,0.74383,1.37112,0.000511769,0.000511769,0.000511769
72,9266.83,0.95773,0.77647,1.41311,0.86669,0.80643,0.88035,0.63625,1.01336,0.73636,1.37318,0.000495266,0.000495266,0.000495266
73,9395.9,0.95186,0.78329,1.40928,0.86929,0.80592,0.88034,0.63733,1.00223,0.72946,1.36778,0.000478762,0.000478762,0.000478762
74,9523.15,0.94273,0.76488,1.40233,0.86779,0.80781,0.88033,0.63871,1.00127,0.72407,1.36996,0.000462259,0.000462259,0.000462259
75,9651.44,0.9468,0.76382,1.40391,0.86448,0.80907,0.88037,0.63927,0.99624,0.72447,1.36179,0.000445756,0.000445756,0.000445756
76,9779.75,0.94104,0.76688,1.40161,0.86076,0.81523,0.88086,0.64087,0.99059,0.72539,1.36075,0.000429253,0.000429253,0.000429253
77,9907.92,0.93535,0.766,1.39796,0.86554,0.81637,0.88067,0.63995,0.989,0.72574,1.35833,0.000412749,0.000412749,0.000412749
78,10036.1,0.94254,0.76624,1.4018,0.85986,0.81753,0.88003,0.64104,0.98231,0.72629,1.35281,0.000396246,0.000396246,0.000396246
79,10165.3,0.93303,0.76312,1.39078,0.85658,0.82512,0.87977,0.63849,0.99148,0.72567,1.35789,0.000379743,0.000379743,0.000379743
80,10293.9,0.9211,0.74178,1.37909,0.86341,0.81594,0.87952,0.63894,0.9912,0.72179,1.35815,0.000363239,0.000363239,0.000363239
81,10421.8,0.9241,0.75993,1.38867,0.85989,0.82395,0.88025,0.64121,0.98569,0.7196,1.35729,0.000346736,0.000346736,0.000346736
82,10549.6,0.91637,0.74046,1.37763,0.86254,0.81585,0.87873,0.64044,0.9865,0.71947,1.35603,0.000330233,0.000330233,0.000330233
83,10677.8,0.92671,0.75032,1.38688,0.87113,0.80861,0.87879,0.64287,0.97983,0.71898,1.35077,0.000313729,0.000313729,0.000313729
84,10805.3,0.92286,0.74824,1.38472,0.87209,0.80883,0.88059,0.64617,0.97726,0.71375,1.34652,0.000297226,0.000297226,0.000297226
85,10932.4,0.91699,0.74739,1.37869,0.87424,0.80889,0.88155,0.64525,0.97763,0.71173,1.34491,0.000280723,0.000280723,0.000280723
86,11059.6,0.90942,0.7403,1.37224,0.86144,0.81771,0.88194,0.64545,0.97812,0.71161,1.34771,0.00026422,0.00026422,0.00026422
87,11188.8,0.89746,0.72095,1.36474,0.86553,0.81529,0.88144,0.64668,0.97636,0.71184,1.34789,0.000247716,0.000247716,0.000247716
88,11315.6,0.90075,0.72872,1.37064,0.86122,0.82053,0.88118,0.64648,0.97469,0.71159,1.34804,0.000231213,0.000231213,0.000231213
89,11442.5,0.89994,0.72233,1.36482,0.86341,0.81899,0.88194,0.64698,0.97499,0.70969,1.34623,0.00021471,0.00021471,0.00021471
90,11568.7,0.90297,0.72455,1.36832,0.86632,0.819,0.88146,0.64611,0.97561,0.70849,1.34602,0.000198206,0.000198206,0.000198206
91,11690.8,0.82026,0.61718,1.29293,0.8702,0.81725,0.88178,0.64591,0.97821,0.70711,1.34934,0.000181703,0.000181703,0.000181703
92,11812.1,0.81372,0.60313,1.28511,0.86955,0.81765,0.88252,0.64759,0.97222,0.70639,1.3455,0.0001652,0.0001652,0.0001652
93,11933.7,0.80669,0.60496,1.27955,0.87033,0.81569,0.88273,0.6486,0.9741,0.70538,1.34827,0.000148696,0.000148696,0.000148696
94,12057,0.80229,0.60052,1.27908,0.87058,0.81487,0.8821,0.64932,0.97337,0.70535,1.34791,0.000132193,0.000132193,0.000132193
95,12181.2,0.79929,0.59376,1.27303,0.86984,0.81497,0.88242,0.6494,0.972,0.7029,1.34728,0.00011569,0.00011569,0.00011569
96,12304,0.80081,0.5972,1.27376,0.86863,0.81809,0.88152,0.64906,0.9709,0.70349,1.34693,9.91865e-05,9.91865e-05,9.91865e-05
97,12426.8,0.8029,0.59611,1.27591,0.86605,0.82242,0.88197,0.65053,0.97009,0.70221,1.34765,8.26832e-05,8.26832e-05,8.26832e-05
98,12550.2,0.79891,0.58655,1.27275,0.87081,0.82078,0.88182,0.64982,0.96989,0.70311,1.34801,6.61799e-05,6.61799e-05,6.61799e-05
99,12676.1,0.79097,0.58683,1.26745,0.87135,0.81824,0.88205,0.65073,0.96587,0.70282,1.34598,4.96766e-05,4.96766e-05,4.96766e-05
100,12798.7,0.7929,0.58516,1.26665,0.87102,0.81916,0.88232,0.65124,0.96476,0.70282,1.34508,3.31733e-05,3.31733e-05,3.31733e-05
