epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,2226.73,1.26388,1.29166,1.68185,0.77242,0.71052,0.77736,0.50374,1.22333,1.12733,1.66402,0.009142,0.009142,0.009142
15,2378.9,1.24645,1.26989,1.66805,0.76996,0.70326,0.77936,0.50991,1.2065,1.11981,1.65834,0.009076,0.009076,0.009076
16,2529.06,1.23686,1.24812,1.64872,0.79028,0.71762,0.79858,0.52539,1.17572,1.07392,1.62953,0.00901,0.00901,0.00901
17,2679.88,1.22555,1.21426,1.63587,0.7855,0.73563,0.80014,0.5311,1.16476,1.07425,1.6081,0.008944,0.008944,0.008944
18,2832.36,1.21411,1.22229,1.6335,0.79127,0.71959,0.7945,0.52637,1.15132,1.11313,1.60702,0.008878,0.008878,0.008878
19,3023.06,1.19512,1.1907,1.61793,0.80144,0.72233,0.80857,0.53925,1.16237,1.03343,1.6027,0.008812,0.008812,0.008812
20,3203.15,1.19141,1.18027,1.60079,0.80275,0.7376,0.81957,0.55355,1.12535,1.00892,1.57049,0.008746,0.008746,0.008746
21,3387.24,1.173,1.1517,1.59368,0.79978,0.73958,0.81417,0.55402,1.11721,0.98869,1.55676,0.00868,0.00868,0.00868
22,3570.41,1.17883,1.15425,1.58924,0.80355,0.75079,0.82686,0.56108,1.11338,0.97622,1.55175,0.008614,0.008614,0.008614
23,3756.96,1.15004,1.13452,1.56603,0.80984,0.7413,0.82514,0.56022,1.12407,0.96767,1.56618,0.008548,0.008548,0.008548
24,3941.87,1.14764,1.11662,1.56289,0.80903,0.75402,0.82929,0.56927,1.0989,0.95005,1.52855,0.008482,0.008482,0.008482
25,4121.58,1.14419,1.10659,1.55838,0.81351,0.74658,0.82895,0.56917,1.09036,0.95605,1.53183,0.008416,0.008416,0.008416
26,4301.74,1.14841,1.10929,1.5621,0.83086,0.74901,0.83237,0.57327,1.08307,0.9845,1.51918,0.00835,0.00835,0.00835
27,4481.98,1.1249,1.08137,1.53869,0.81575,0.76431,0.83487,0.5764,1.07896,0.9318,1.51282,0.008284,0.008284,0.008284
28,4663.88,1.12088,1.07017,1.5397,0.82827,0.76957,0.84245,0.58317,1.06583,0.91253,1.49943,0.008218,0.008218,0.008218
29,4852.27,1.12698,1.08231,1.53899,0.825,0.76574,0.84705,0.59694,1.03977,0.90257,1.47017,0.008152,0.008152,0.008152
30,5029.68,1.11476,1.05321,1.52271,0.81634,0.76836,0.84484,0.59389,1.0435,0.90025,1.4763,0.008086,0.008086,0.008086
31,5203.06,1.10918,1.0631,1.52259,0.82655,0.77288,0.84903,0.59688,1.03805,0.88653,1.47689,0.00802,0.00802,0.00802
32,5381.03,1.10609,1.05227,1.51653,0.8327,0.75277,0.84562,0.59184,1.06002,0.88727,1.48358,0.007954,0.007954,0.007954
33,5558.76,1.09451,1.03443,1.50855,0.82457,0.77395,0.84709,0.59764,1.03017,0.89459,1.46791,0.007888,0.007888,0.007888
34,5736.01,1.08406,1.02792,1.50343,0.82555,0.77857,0.85302,0.60724,1.02329,0.86519,1.44874,0.007822,0.007822,0.007822
35,5915.68,1.08253,1.01598,1.4957,0.83931,0.77419,0.8546,0.60576,1.02605,0.85659,1.45308,0.007756,0.007756,0.007756
36,6093.99,1.07794,1.01204,1.49351,0.82844,0.78904,0.8613,0.61468,1.01265,0.83938,1.44729,0.00769,0.00769,0.00769
37,6272.53,1.06785,0.9996,1.4824,0.84036,0.78667,0.86086,0.61587,1.0089,0.83676,1.43725,0.007624,0.007624,0.007624
38,6460.39,1.06573,0.99733,1.48028,0.83924,0.8028,0.86571,0.62426,0.99443,0.82324,1.42199,0.007558,0.007558,0.007558
39,6646.26,1.06448,0.9966,1.47716,0.84921,0.77751,0.86279,0.62128,0.99656,0.8284,1.4208,0.007492,0.007492,0.007492
40,6826.28,1.05824,0.98292,1.47425,0.8611,0.78105,0.86925,0.62544,1.00253,0.81301,1.42687,0.007426,0.007426,0.007426
41,7008.43,1.05894,0.97949,1.47381,0.84722,0.7809,0.86612,0.62735,0.98858,0.81011,1.41195,0.00736,0.00736,0.00736
42,7188.55,1.04448,0.978,1.46478,0.85391,0.77698,0.86876,0.6337,0.97075,0.80884,1.39894,0.007294,0.007294,0.007294
43,7372.78,1.04337,0.96423,1.46193,0.85824,0.78871,0.87004,0.63264,0.97659,0.79938,1.39082,0.007228,0.007228,0.007228
44,7556.94,1.03738,0.95689,1.44958,0.8458,0.78423,0.8621,0.62955,0.9787,0.81438,1.39856,0.007162,0.007162,0.007162
45,7742.72,1.04186,0.96335,1.45886,0.84438,0.79695,0.87065,0.63253,0.97136,0.79583,1.39351,0.007096,0.007096,0.007096
46,7921.91,1.04287,0.95954,1.45295,0.86585,0.78383,0.87348,0.63836,0.97455,0.7904,1.39891,0.00703,0.00703,0.00703
47,8109.94,1.0264,0.94375,1.44805,0.84038,0.8073,0.87812,0.64145,0.96577,0.78624,1.39341,0.006964,0.006964,0.006964
48,8295.54,1.02857,0.94715,1.44962,0.84405,0.81315,0.87795,0.64384,0.95999,0.77451,1.3862,0.006898,0.006898,0.006898
49,8468.28,1.01537,0.9322,1.43755,0.85133,0.80718,0.87713,0.64418,0.95672,0.77423,1.38304,0.006832,0.006832,0.006832
50,8646.68,1.01838,0.92533,1.43895,0.85709,0.8025,0.88025,0.65018,0.94825,0.76161,1.37611,0.006766,0.006766,0.006766
51,8826.66,1.01114,0.91921,1.43019,0.86002,0.79286,0.87898,0.65207,0.93638,0.75598,1.35835,0.0067,0.0067,0.0067
52,9005.64,1.00975,0.91999,1.42929,0.86498,0.80137,0.87862,0.64572,0.95133,0.76583,1.36937,0.006634,0.006634,0.006634
53,9181.33,1.00784,0.91822,1.42213,0.86855,0.79939,0.8824,0.64942,0.94306,0.75352,1.37203,0.006568,0.006568,0.006568
54,9360.3,1.00616,0.90833,1.42288,0.85718,0.81109,0.88357,0.6557,0.93571,0.7388,1.35905,0.006502,0.006502,0.006502
55,9531.89,1.0083,0.91558,1.41965,0.86668,0.79878,0.88179,0.65487,0.92817,0.74008,1.35302,0.006436,0.006436,0.006436
56,9716.17,1.00465,0.9134,1.41998,0.86426,0.80929,0.88456,0.65653,0.92988,0.74743,1.35466,0.00637,0.00637,0.00637
57,9848.24,0.99845,0.90034,1.41448,0.86383,0.80998,0.88682,0.66131,0.92594,0.7359,1.35206,0.006304,0.006304,0.006304
58,9977.28,0.99556,0.89585,1.41466,0.86221,0.80854,0.88411,0.66071,0.92408,0.73491,1.34676,0.006238,0.006238,0.006238
59,10105.9,0.99656,0.89815,1.414,0.86663,0.81293,0.88801,0.66302,0.92206,0.73312,1.34796,0.006172,0.006172,0.006172
60,10235.4,0.98985,0.8913,1.4063,0.85825,0.82363,0.88837,0.66727,0.9112,0.72358,1.33184,0.006106,0.006106,0.006106
61,10366.6,0.98873,0.88718,1.4066,0.8775,0.8046,0.88676,0.6663,0.91263,0.73209,1.33695,0.00604,0.00604,0.00604
62,10495.3,0.97959,0.87675,1.40297,0.85929,0.81991,0.88806,0.6654,0.90739,0.71535,1.33339,0.005974,0.005974,0.005974
63,10625.8,0.97802,0.87808,1.40315,0.86774,0.80915,0.89051,0.6693,0.90511,0.71577,1.33072,0.005908,0.005908,0.005908
64,10754.8,0.98331,0.8754,1.40144,0.8711,0.81605,0.89248,0.67044,0.90169,0.7139,1.32597,0.005842,0.005842,0.005842
65,10885.6,0.97018,0.8604,1.39215,0.87297,0.81012,0.8911,0.6726,0.90146,0.71294,1.32819,0.005776,0.005776,0.005776
66,11017.2,0.98155,0.8678,1.39256,0.86217,0.82478,0.89208,0.67411,0.89336,0.70703,1.31867,0.00571,0.00571,0.00571
67,11146.4,0.97067,0.86805,1.38979,0.85804,0.82595,0.89191,0.67529,0.89432,0.70515,1.31573,0.005644,0.005644,0.005644
68,11276.4,0.96395,0.85916,1.38081,0.87143,0.82095,0.89364,0.6761,0.8972,0.70121,1.31899,0.005578,0.005578,0.005578
69,11409,0.96162,0.85488,1.37694,0.86624,0.82522,0.89321,0.6737,0.89778,0.7059,1.3163,0.005512,0.005512,0.005512
70,11538.4,0.95799,0.85174,1.37703,0.86529,0.82432,0.89761,0.67911,0.89316,0.69362,1.31731,0.005446,0.005446,0.005446
71,11667.6,0.9675,0.8553,1.38452,0.8731,0.81728,0.89476,0.67727,0.89296,0.70009,1.31579,0.00538,0.00538,0.00538
72,11797,0.94884,0.83664,1.37383,0.86913,0.81888,0.89722,0.68012,0.88833,0.69684,1.31599,0.005314,0.005314,0.005314
73,11926.1,0.95692,0.8437,1.38161,0.85767,0.83228,0.89621,0.68198,0.88523,0.69547,1.31159,0.005248,0.005248,0.005248
74,12055.9,0.95938,0.84531,1.37771,0.87886,0.81396,0.89623,0.68257,0.88069,0.6912,1.30579,0.005182,0.005182,0.005182
75,12185.3,0.95873,0.84046,1.38092,0.88028,0.81599,0.89764,0.68285,0.88429,0.68589,1.3023,0.005116,0.005116,0.005116
76,12317.3,0.95205,0.83831,1.37186,0.87875,0.81891,0.89579,0.68437,0.8793,0.68512,1.29878,0.00505,0.00505,0.00505
77,12446.1,0.95154,0.83101,1.36531,0.87731,0.82758,0.89608,0.68396,0.87598,0.67879,1.29765,0.004984,0.004984,0.004984
78,12576.1,0.9346,0.82651,1.35833,0.87686,0.82349,0.89689,0.68608,0.87623,0.6756,1.29601,0.004918,0.004918,0.004918
79,12706.5,0.9442,0.83025,1.36794,0.87735,0.82928,0.90005,0.68694,0.87447,0.67399,1.30001,0.004852,0.004852,0.004852
80,12835.5,0.93714,0.82181,1.35932,0.87567,0.83054,0.9003,0.68615,0.87378,0.67396,1.29365,0.004786,0.004786,0.004786
81,12964.9,0.93603,0.82496,1.35837,0.87994,0.82726,0.90221,0.68867,0.86862,0.6685,1.2884,0.00472,0.00472,0.00472
82,13094.6,0.93215,0.81939,1.35735,0.87783,0.83054,0.90306,0.6902,0.86984,0.66315,1.28866,0.004654,0.004654,0.004654
83,13224.1,0.93309,0.81119,1.35344,0.87461,0.83316,0.90334,0.69222,0.86777,0.65986,1.28568,0.004588,0.004588,0.004588
84,13355.6,0.92427,0.81187,1.34763,0.87805,0.83254,0.90333,0.69258,0.86313,0.65636,1.28318,0.004522,0.004522,0.004522
85,13483.5,0.92127,0.80399,1.34838,0.88369,0.82838,0.9033,0.69088,0.86436,0.66139,1.28684,0.004456,0.004456,0.004456
86,13612.6,0.93931,0.8102,1.35229,0.88282,0.83312,0.90328,0.69221,0.86822,0.6615,1.28786,0.00439,0.00439,0.00439
87,13740.4,0.92208,0.7969,1.34585,0.8834,0.82858,0.90298,0.69278,0.86107,0.66022,1.28017,0.004324,0.004324,0.004324
88,13872.5,0.9169,0.79339,1.34144,0.88283,0.83135,0.90352,0.69511,0.85669,0.65429,1.2758,0.004258,0.004258,0.004258
89,14004,0.91103,0.79258,1.333,0.87937,0.83417,0.90429,0.69359,0.85663,0.65218,1.27393,0.004192,0.004192,0.004192
90,14133.9,0.91895,0.79672,1.34233,0.88272,0.83278,0.90383,0.69605,0.85548,0.64871,1.27401,0.004126,0.004126,0.004126
91,14263.4,0.90826,0.77889,1.33327,0.87218,0.83853,0.90406,0.69793,0.85552,0.64967,1.27566,0.00406,0.00406,0.00406
92,14395.7,0.91232,0.79323,1.34205,0.87894,0.83615,0.90495,0.69706,0.85598,0.64463,1.27534,0.003994,0.003994,0.003994
93,14538.4,0.91213,0.78806,1.33906,0.87605,0.8369,0.9046,0.69743,0.85676,0.64688,1.27511,0.003928,0.003928,0.003928
94,14700.9,0.90641,0.78105,1.33477,0.87981,0.83625,0.90534,0.6984,0.85498,0.64587,1.27456,0.003862,0.003862,0.003862
95,14863.4,0.90541,0.78038,1.33138,0.87271,0.83813,0.90495,0.69912,0.85338,0.64338,1.27258,0.003796,0.003796,0.003796
96,15021.5,0.90835,0.77994,1.32791,0.88207,0.83362,0.90433,0.69849,0.85227,0.64503,1.2694,0.00373,0.00373,0.00373
97,15175.3,0.90186,0.77521,1.32485,0.87675,0.83403,0.9051,0.69953,0.84978,0.64325,1.2652,0.003664,0.003664,0.003664
98,15333.9,0.90053,0.77079,1.31945,0.87394,0.84024,0.90586,0.69988,0.84838,0.64037,1.26592,0.003598,0.003598,0.003598
99,15491.4,0.89566,0.77249,1.32154,0.87772,0.83758,0.90595,0.69997,0.84896,0.63866,1.26755,0.003532,0.003532,0.003532
100,15649.2,0.89886,0.76832,1.32447,0.86725,0.84689,0.90536,0.70047,0.8471,0.63734,1.2678,0.003466,0.003466,0.003466
101,15805.6,0.89665,0.76354,1.31702,0.87969,0.83733,0.90595,0.70086,0.84635,0.63579,1.2663,0.0034,0.0034,0.0034
102,15964.9,0.89228,0.76426,1.31659,0.8741,0.84212,0.90651,0.70299,0.84602,0.63276,1.2662,0.003334,0.003334,0.003334
103,16149.8,0.89444,0.76072,1.31603,0.86954,0.84824,0.9065,0.70193,0.84602,0.63156,1.26473,0.003268,0.003268,0.003268
104,16346.5,0.88451,0.75387,1.31381,0.879,0.84171,0.90668,0.70116,0.84746,0.63162,1.2657,0.003202,0.003202,0.003202
105,16512.7,0.88831,0.75752,1.31133,0.87435,0.84413,0.90708,0.70264,0.84427,0.62993,1.2628,0.003136,0.003136,0.003136
106,16666.3,0.88159,0.75072,1.30918,0.8777,0.8408,0.90751,0.70269,0.84223,0.62898,1.26165,0.00307,0.00307,0.00307
107,16807.1,0.8816,0.75311,1.31054,0.88672,0.833,0.9071,0.70355,0.83939,0.62735,1.25805,0.003004,0.003004,0.003004
108,16950.3,0.87716,0.74554,1.30365,0.88302,0.83749,0.90702,0.70375,0.83732,0.6277,1.25489,0.002938,0.002938,0.002938
109,17091.7,0.87915,0.74955,1.30751,0.886,0.83534,0.90763,0.70432,0.83848,0.62703,1.25481,0.002872,0.002872,0.002872
110,17229.7,0.8728,0.74518,1.30482,0.88456,0.83582,0.90784,0.70373,0.83763,0.62639,1.25473,0.002806,0.002806,0.002806
111,17367.4,0.87023,0.73809,1.30183,0.8855,0.83498,0.90809,0.70579,0.83677,0.62529,1.25505,0.00274,0.00274,0.00274
112,17522.2,0.87454,0.74293,1.30272,0.89132,0.8296,0.90818,0.7067,0.83461,0.62325,1.25379,0.002674,0.002674,0.002674
113,17660.7,0.86803,0.74447,1.29936,0.88926,0.83118,0.90891,0.70741,0.83375,0.62248,1.25288,0.002608,0.002608,0.002608
114,17799.8,0.86118,0.72526,1.29154,0.87497,0.84528,0.90932,0.70748,0.83392,0.62178,1.25193,0.002542,0.002542,0.002542
115,17940.1,0.86111,0.72855,1.29013,0.87842,0.84238,0.90964,0.70711,0.83351,0.61972,1.2524,0.002476,0.002476,0.002476
116,18077.2,0.86516,0.72762,1.29677,0.87678,0.84678,0.90981,0.70698,0.83311,0.61819,1.2523,0.00241,0.00241,0.00241
117,18232.8,0.86525,0.72809,1.29988,0.87991,0.84586,0.90964,0.70857,0.8323,0.6174,1.25133,0.002344,0.002344,0.002344
118,18434.3,0.86332,0.72753,1.29249,0.88035,0.84241,0.90977,0.70884,0.83119,0.61764,1.24987,0.002278,0.002278,0.002278
119,18628.8,0.85686,0.72156,1.28997,0.87901,0.8472,0.90995,0.70976,0.83104,0.61613,1.24867,0.002212,0.002212,0.002212
120,18824.9,0.84924,0.72143,1.28719,0.87998,0.84749,0.91045,0.71011,0.82993,0.61598,1.24731,0.002146,0.002146,0.002146
121,19001.7,0.85001,0.71068,1.28306,0.88202,0.84633,0.91031,0.70976,0.82933,0.61464,1.24675,0.00208,0.00208,0.00208
122,19186.8,0.85483,0.71201,1.28547,0.88346,0.84476,0.90982,0.70976,0.82982,0.61455,1.24779,0.002014,0.002014,0.002014
123,19355.9,0.85299,0.7133,1.28169,0.88407,0.84342,0.90963,0.70955,0.8305,0.6141,1.24861,0.001948,0.001948,0.001948
124,19526,0.84557,0.70807,1.27786,0.88534,0.84503,0.90987,0.71045,0.83002,0.6128,1.24783,0.001882,0.001882,0.001882
125,19690.9,0.84923,0.71141,1.28338,0.88626,0.84424,0.90961,0.70977,0.83013,0.61223,1.24733,0.001816,0.001816,0.001816
126,19822.5,0.84177,0.70216,1.27668,0.88601,0.84234,0.90955,0.71045,0.82962,0.61047,1.24709,0.00175,0.00175,0.00175
127,19953.7,0.85054,0.71008,1.27733,0.8836,0.8442,0.9095,0.71072,0.82905,0.60974,1.24635,0.001684,0.001684,0.001684
128,20084.6,0.84172,0.69777,1.27438,0.87893,0.84814,0.90961,0.71133,0.82891,0.60899,1.24657,0.001618,0.001618,0.001618
129,20216,0.83967,0.70128,1.27465,0.8824,0.84356,0.90974,0.71157,0.82884,0.60834,1.24711,0.001552,0.001552,0.001552
130,20347.1,0.83294,0.69347,1.26582,0.88353,0.84466,0.9103,0.71153,0.82875,0.60779,1.24687,0.001486,0.001486,0.001486
131,20479.1,0.82877,0.68359,1.26375,0.88155,0.84627,0.91057,0.71161,0.8286,0.60694,1.24641,0.00142,0.00142,0.00142
132,20610.1,0.83973,0.69616,1.27592,0.88118,0.84599,0.91069,0.71197,0.82809,0.60591,1.24603,0.001354,0.001354,0.001354
133,20741.9,0.83729,0.69354,1.27499,0.88377,0.84458,0.9106,0.71176,0.82772,0.606,1.24523,0.001288,0.001288,0.001288
134,20872.8,0.83597,0.69614,1.27148,0.88045,0.84684,0.91048,0.71238,0.82683,0.60491,1.24451,0.001222,0.001222,0.001222
135,21003.8,0.83413,0.6989,1.27047,0.8862,0.84263,0.91052,0.71233,0.82632,0.60423,1.24363,0.001156,0.001156,0.001156
136,21134.9,0.83045,0.6859,1.26685,0.88509,0.84434,0.91049,0.7122,0.82609,0.60341,1.24329,0.00109,0.00109,0.00109
137,21265.6,0.82975,0.68754,1.26635,0.88493,0.84432,0.91072,0.71239,0.82564,0.60252,1.24275,0.001024,0.001024,0.001024
138,21397.3,0.82164,0.67785,1.26052,0.88823,0.84218,0.91073,0.7128,0.82492,0.60224,1.24215,0.000958,0.000958,0.000958
139,21528.3,0.81573,0.67667,1.25251,0.89425,0.83731,0.91096,0.71312,0.82472,0.60212,1.24204,0.000892,0.000892,0.000892
140,21660.5,0.82302,0.67841,1.26118,0.87993,0.84991,0.91084,0.71337,0.82488,0.60176,1.2423,0.000826,0.000826,0.000826
141,21784.4,0.71934,0.54053,1.19013,0.87418,0.85183,0.91128,0.71367,0.82537,0.60114,1.24261,0.00076,0.00076,0.00076
142,21908.7,0.70984,0.52162,1.18259,0.8747,0.85253,0.91139,0.71394,0.8252,0.60052,1.24285,0.000694,0.000694,0.000694
143,22033.1,0.70792,0.5207,1.18361,0.87326,0.85589,0.91158,0.7139,0.82474,0.59997,1.24258,0.000628,0.000628,0.000628
144,22157.1,0.70097,0.52133,1.18094,0.87327,0.85622,0.91154,0.71407,0.82429,0.59959,1.2423,0.000562,0.000562,0.000562
145,22282.4,0.69752,0.5137,1.17524,0.87479,0.85503,0.91135,0.7144,0.82375,0.59958,1.24185,0.000496,0.000496,0.000496
146,22406.7,0.69478,0.50925,1.17526,0.8752,0.85556,0.91113,0.7142,0.82334,0.59926,1.24162,0.00043,0.00043,0.00043
147,22531.3,0.6935,0.50824,1.17201,0.87142,0.85724,0.91143,0.71402,0.82296,0.59901,1.24134,0.000364,0.000364,0.000364
148,22655.5,0.6903,0.5074,1.16859,0.8817,0.84671,0.91128,0.71414,0.82265,0.59877,1.24118,0.000298,0.000298,0.000298
149,22780.1,0.68638,0.50403,1.17041,0.8857,0.84202,0.91128,0.71436,0.8223,0.59864,1.24098,0.000232,0.000232,0.000232
150,22904.8,0.68343,0.50045,1.16317,0.87682,0.8518,0.91104,0.71407,0.82198,0.59851,1.24103,0.000166,0.000166,0.000166
